29, Local-government, 122000, Some-college, 10, Never-married, Sales, Not-in-family, White, F, 0, 0, 60, United-States, 0
24, Local-government, 353010, Bachelors, 13, Never-married, Machine-op-inspct, Not-in-family, White, F, 0, 0, 65, United-States, 0
68, ?, 65730, Masters, 9, Married-civ-spouse, ?, Husband, White, F, 0, 0, 25, United-States, 0
43, Local-government, 193882, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, F, 0, 0, 55, United-States, 0
24, Local-government, 155066, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, F, 0, 0, 60, United-States, 0
50, Private, 186888, Masters, 9, Married-civ-spouse, Exec-managerial, Wife, Black, M, 0, 0, 40, United-States, 1
34, Local-government, 33117, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, F, 0, 0, 40, United-States, 0
23, Local-government, 35633, Masters, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, F, 0, 0, 40, United-States, 0
66, Local-government, 113323, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, F, 20051, 0, 40, United-States, 1
32, Local-government, 171215, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, F, 0, 0, 48, United-States, 0
33, Local-government, 618191, Masters, 9, Never-married, Exec-managerial, Not-in-family, White, M, 0, 0, 40, United-States, 0
42, Self-emp-inc, 348886, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 45, United-States, 1
50, Local-government, 196232, Masters, 9, Married-civ-spouse, Exec-managerial, Husband, White, F, 7688, 0, 50, United-States, 1
27, Local-government, 215955, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, F, 2829, 0, 40, United-States, 0
49, Local-government, 228583, Masters, 9, Divorced, Other-service, Unmarried, White, F, 0, 0, 40, Columbia, 0
39, Self-emp-inc, 151029, Masters, 9, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 40, United-States, 1
48, State-gov, 120131, Masters, 9, Divorced, Craft-repair, Own-child, White, F, 8614, 0, 40, United-States, 1
56, Local-government, 143266, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 40, United-States, 1
38, Self-emp-not-inc, 214008, Masters, 9, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 50, United-States, 1
67, Local-government, 172756, 1st-4th, 2, Widowed, Machine-op-inspct, Not-in-family, White, M, 2062, 0, 34, Ecuador, 0
21, Local-government, 192572, Masters, 9, Never-married, Adm-clerical, Own-child, White, M, 0, 0, 45, United-States, 0
24, ?, 377725, Bachelors, 13, Never-married, ?, Not-in-family, White, M, 0, 0, 40, United-States, 0
29, Local-government, 464536, Bachelors, 13, Married-civ-spouse, Other-service, Husband, White, F, 0, 0, 40, United-States, 0
36, Local-government, 175759, Masters, 9, Divorced, Exec-managerial, Unmarried, White, F, 0, 0, 40, United-States, 0
55, Private, 31365, Bachelors, 13, Widowed, Prof-specialty, Not-in-family, White, M, 0, 0, 40, United-States, 1
40, Local-government, 116632, Masters, 9, Divorced, Sales, Not-in-family, White, F, 0, 0, 60, United-States, 1
54, Local-government, 230919, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 40, United-States, 0
30, Self-emp-not-inc, 292472, Some-college, 10, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, F, 0, 0, 55, United-States, 1
36, Local-government, 133974, Assoc-voc, 11, Divorced, Sales, Unmarried, White, M, 0, 0, 40, United-States, 0
48, Local-government, 148254, Masters, 9, Married-civ-spouse, Handlers-cleaners, Wife, White, M, 0, 0, 16, United-States, 1
36, Local-government, 231052, Masters, 9, Separated, Other-service, Unmarried, Black, M, 0, 0, 35, United-States, 0
18, Local-government, 242615, Some-college, 10, Never-married, Adm-clerical, Own-child, White, M, 0, 0, 15, United-States, 0
51, Private, 195844, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, F, 0, 0, 40, United-States, 1
60, ?, 106282, 9th, 5, Widowed, ?, Not-in-family, White, M, 0, 0, 40, United-States, 0
57, Private, 52267, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 50, United-States, 1
32, Local-government, 299635, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 50, Germany, 0
34, Self-emp-not-inc, 120672, 7th-8th, 4, Never-married, Handlers-cleaners, Unmarried, Black, F, 0, 0, 10, United-States, 0
51, Local-government, 305147, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, F, 0, 0, 40, United-States, 0
38, ?, 338212, Some-college, 10, Married-civ-spouse, ?, Wife, White, M, 0, 0, 20, United-States, 0
26, Local-government, 39212, Masters, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, F, 0, 0, 45, United-States, 0
55, Local-government, 118993, Some-college, 10, Separated, Exec-managerial, Unmarried, White, M, 0, 0, 10, United-States, 0
30, ?, 361817, Masters, 9, Never-married, ?, Own-child, White, F, 0, 0, 25, United-States, 0
39, Federal-gov, 30916, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 1902, 50, United-States, 1
28, Local-government, 377869, Some-college, 10, Married-civ-spouse, Sales, Wife, White, M, 4064, 0, 25, United-States, 0
22, ?, 174626, 7th-8th, 4, Never-married, ?, Own-child, White, F, 0, 0, 40, United-States, 0
58, Self-emp-inc, 329793, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 45, United-States, 1
28, Private, 149991, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, Black, F, 0, 0, 42, United-States, 1
42, Local-government, 186376, Bachelors, 13, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, F, 0, 0, 72, Philippines, 1
22, Local-government, 215546, Assoc-acdm, 12, Never-married, Exec-managerial, Not-in-family, White, F, 0, 0, 55, United-States, 0
47, Private, 219632, Assoc-acdm, 12, Separated, Exec-managerial, Not-in-family, White, F, 0, 1408, 40, United-States, 0
53, Private, 549341, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Black, F, 0, 0, 35, United-States, 0
57, ?, 176897, Masters, 9, Married-civ-spouse, ?, Husband, White, F, 0, 0, 60, United-States, 0
42, Federal-gov, 294431, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 40, United-States, 0
50, Local-government, 162632, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 2, United-States, 0
80, Local-government, 202483, Masters, 9, Married-spouse-absent, Adm-clerical, Not-in-family, White, M, 0, 0, 16, United-States, 0
50, Private, 173224, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, M, 0, 0, 40, United-States, 0
43, Local-government, 174575, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, F, 0, 0, 45, United-States, 0
59, Self-emp-not-inc, 98418, Masters, 9, Married-civ-spouse, Farming-fishing, Husband, White, F, 0, 0, 20, United-States, 0
49, Local-government, 83610, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, F, 7688, 0, 66, United-States, 1
36, Private, 175255, Masters, 9, Married-civ-spouse, Other-service, Wife, White, M, 0, 0, 35, United-States, 0
46, Local-government, 73019, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, M, 0, 0, 40, United-States, 0
52, Local-government, 35598, Masters, 9, Divorced, Transport-moving, Unmarried, White, F, 0, 0, 40, United-States, 0
21, Local-government, 47541, Masters, 9, Divorced, Machine-op-inspct, Other-relative, White, F, 0, 0, 40, United-States, 0
38, Local-government, 81965, Assoc-voc, 11, Never-married, Tech-support, Not-in-family, White, M, 0, 0, 40, United-States, 0
30, Local-government, 61272, 9th, 5, Married-civ-spouse, Machine-op-inspct, Wife, White, M, 0, 0, 40, Portugal, 0
61, Local-government, 101500, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, F, 0, 0, 40, United-States, 0
66, Local-government, 185336, Masters, 9, Widowed, Sales, Other-relative, White, M, 0, 0, 35, United-States, 0
44, Local-government, 304530, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, F, 0, 0, 55, United-States, 0
42, State-gov, 55764, Assoc-acdm, 12, Divorced, Prof-specialty, Not-in-family, Black, F, 0, 0, 40, United-States, 0
57, Private, 143910, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, F, 0, 0, 40, United-States, 0
27, Local-government, 250314, 9th, 5, Married-civ-spouse, Protective-serv, Husband, White, F, 0, 0, 40, Guatemala, 0
24, Local-government, 32732, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 50, United-States, 0
17, Private, 170916, 10th, 6, Never-married, Protective-serv, Own-child, White, M, 0, 1602, 40, United-States, 0
33, Self-emp-not-inc, 177828, Masters, 9, Divorced, Craft-repair, Not-in-family, White, F, 0, 0, 50, United-States, 0
38, Local-government, 195025, Masters, 9, Separated, Other-service, Unmarried, Black, M, 0, 0, 32, United-States, 0
46, Local-government, 63299, Masters, 9, Married-civ-spouse, Other-service, Husband, White, F, 0, 0, 50, United-States, 0
32, Self-emp-not-inc, 62165, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, F, 0, 0, 40, ?, 0
46, Self-emp-inc, 182655, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 60, United-States, 1
52, Local-government, 139671, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 1977, 50, United-States, 1
30, Self-emp-not-inc, 166961, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, M, 0, 0, 20, United-States, 1
43, Local-government, 212894, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 40, United-States, 0
28, Local-government, 31801, Masters, 9, Never-married, Handlers-cleaners, Other-relative, White, F, 0, 0, 60, United-States, 0
33, Local-government, 263561, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 60, United-States, 1
56, Self-emp-not-inc, 144351, Masters, 9, Married-civ-spouse, Transport-moving, Husband, White, F, 0, 0, 90, United-States, 0
18, Local-government, 186909, Some-college, 10, Never-married, Other-service, Own-child, White, M, 0, 0, 16, United-States, 0
26, Self-emp-not-inc, 233933, 10th, 6, Never-married, Prof-specialty, Not-in-family, White, M, 0, 0, 32, United-States, 0
20, Local-government, 333843, Masters, 9, Never-married, Adm-clerical, Own-child, White, M, 0, 0, 40, United-States, 0
39, Self-emp-not-inc, 52870, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 40, United-States, 1
40, Local-government, 799281, Masters, 9, Divorced, Adm-clerical, Unmarried, White, M, 0, 0, 38, United-States, 0
44, Local-government, 252930, 10th, 6, Divorced, Adm-clerical, Unmarried, Other, M, 0, 0, 42, United-States, 0
43, Local-government, 33331, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, F, 0, 0, 55, United-States, 0
45, Local-government, 37987, Some-college, 10, Married-civ-spouse, Sales, Husband, White, F, 0, 0, 45, United-States, 0
37, Local-government, 412296, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 35, Mexico, 1
37, Local-government, 151764, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 50, United-States, 0
36, Local-government, 206951, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, F, 0, 1902, 45, United-States, 1
25, Self-emp-inc, 160261, Bachelors, 13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, F, 0, 0, 35, Taiwan, 0
28, Local-government, 328949, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 60, United-States, 0
43, Self-emp-inc, 48087, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 40, United-States, 0
34, Local-government, 269243, Some-college, 10, Never-married, Adm-clerical, Own-child, White, M, 0, 0, 40, United-States, 0
30, Private, 211654, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 40, United-States, 1
20, Local-government, 54152, Some-college, 10, Never-married, Adm-clerical, Own-child, White, M, 0, 0, 30, ?, 0
46, Self-emp-inc, 125892, Masters, 14, Married-civ-spouse, Sales, Husband, White, F, 0, 0, 50, United-States, 1
20, Local-government, 39927, Masters, 9, Never-married, Other-service, Not-in-family, White, F, 0, 0, 8, United-States, 0
65, Self-emp-not-inc, 226215, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, F, 0, 0, 15, United-States, 0
31, Local-government, 118710, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, F, 0, 1902, 40, United-States, 1
73, ?, 84053, Masters, 9, Widowed, ?, Not-in-family, White, M, 0, 0, 15, United-States, 0
49, Local-government, 110015, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 45, Greece, 0
62, ?, 337721, Masters, 9, Married-civ-spouse, ?, Husband, White, F, 0, 0, 8, United-States, 0
55, Local-government, 123515, Masters, 9, Divorced, Adm-clerical, Not-in-family, White, M, 0, 0, 40, United-States, 0
44, Self-emp-inc, 69333, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 50, United-States, 1
46, Local-government, 270693, Masters, 9, Never-married, Handlers-cleaners, Own-child, White, F, 3674, 0, 30, United-States, 0
35, Local-government, 179668, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 40, United-States, 1
43, Local-government, 183891, Masters, 9, Divorced, Exec-managerial, Unmarried, White, M, 0, 0, 40, United-States, 0
30, Local-government, 108247, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 40, United-States, 1
31, Local-government, 123430, 11th, 7, Married-civ-spouse, Farming-fishing, Husband, White, F, 0, 0, 65, Mexico, 0
69, Local-government, 370837, Bachelors, 13, Divorced, Handlers-cleaners, Not-in-family, White, F, 0, 0, 40, United-States, 0
28, Local-government, 185127, Some-college, 10, Never-married, Tech-support, Not-in-family, White, F, 0, 0, 54, United-States, 0
25, Local-government, 108505, Masters, 9, Never-married, Handlers-cleaners, Not-in-family, White, F, 0, 0, 45, United-States, 0
44, Local-government, 442035, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, M, 0, 0, 40, United-States, 0
24, Self-emp-not-inc, 322931, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, F, 0, 1902, 40, United-States, 1
24, Local-government, 232841, Masters, 9, Never-married, Other-service, Not-in-family, White, F, 0, 0, 35, United-States, 0
40, Local-government, 125776, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, F, 0, 0, 40, United-States, 1
58, Local-government, 33725, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, F, 0, 0, 20, United-States, 0
39, Local-government, 108140, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 40, United-States, 0
45, Federal-gov, 162410, Some-college, 10, Widowed, Tech-support, Not-in-family, White, M, 0, 0, 45, United-States, 1
44, Local-government, 157236, Some-college, 10, Married-spouse-absent, Handlers-cleaners, Unmarried, White, F, 0, 0, 40, Poland, 0
30, Local-government, 48014, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, M, 0, 0, 40, France, 0
41, Local-government, 267252, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Black, F, 0, 1902, 40, United-States, 1
23, Local-government, 160968, Some-college, 10, Never-married, Prof-specialty, Own-child, White, F, 0, 0, 10, United-States, 0
38, Local-government, 180342, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, F, 0, 0, 40, United-States, 0
40, Local-government, 408229, 1st-4th, 2, Never-married, Other-service, Not-in-family, White, F, 0, 0, 45, El-Salvador, 0
50, Local-government, 35224, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 40, United-States, 0
59, Local-government, 35411, Masters, 9, Widowed, Machine-op-inspct, Not-in-family, White, M, 0, 0, 40, United-States, 0
28, Local-government, 221317, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, F, 0, 0, 40, Mexico, 0
31, Local-government, 132996, Masters, 9, Married-civ-spouse, Prof-specialty, Husband, White, F, 5178, 0, 45, United-States, 1
59, Self-emp-not-inc, 114760, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 20, United-States, 1
56, Private, 305767, Masters, 9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, F, 0, 0, 40, China, 0
37, Local-government, 70240, Masters, 9, Never-married, Other-service, Own-child, Asian-Pac-Islander, M, 0, 0, 40, Philippines, 0
52, Local-government, 46788, Bachelors, 13, Divorced, Craft-repair, Unmarried, White, F, 0, 0, 25, United-States, 0
48, Local-government, 164966, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, F, 0, 0, 40, India, 1
28, ?, 78388, 10th, 6, Never-married, ?, Own-child, White, M, 0, 0, 38, United-States, 0
32, Local-government, 156015, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, F, 0, 0, 40, United-States, 0
53, Local-government, 151411, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 45, United-States, 1
24, Local-government, 164529, 12th, 8, Never-married, Farming-fishing, Own-child, Black, F, 0, 0, 40, United-States, 0
48, Local-government, 265192, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 45, United-States, 0
34, Local-government, 28053, Bachelors, 13, Married-spouse-absent, Adm-clerical, Not-in-family, White, M, 0, 0, 25, United-States, 0
27, Local-government, 110622, 5th-6th, 3, Never-married, Sales, Own-child, Asian-Pac-Islander, M, 0, 0, 20, Vietnam, 0
49, Local-government, 208978, Masters, 9, Divorced, Adm-clerical, Unmarried, White, M, 0, 0, 16, United-States, 0
23, Local-government, 87528, Bachelors, 13, Never-married, Sales, Not-in-family, White, M, 0, 0, 45, United-States, 0
23, Local-government, 230824, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, F, 0, 0, 40, United-States, 0
24, Local-government, 109053, Masters, 9, Never-married, Other-service, Other-relative, White, F, 0, 0, 25, United-States, 0
43, Local-government, 115562, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 42, United-States, 1
47, Local-government, 431515, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 40, United-States, 1
31, Local-government, 219509, Masters, 9, Married-civ-spouse, Other-service, Husband, White, F, 0, 0, 40, Mexico, 1
39, Local-government, 258037, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, F, 0, 0, 40, ?, 0
32, Local-government, 212064, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, M, 0, 0, 40, United-States, 1
41, Local-government, 320744, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 40, United-States, 1
26, Local-government, 109097, Masters, 9, Divorced, Adm-clerical, Unmarried, White, M, 0, 0, 48, United-States, 0
47, Local-government, 120781, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, F, 15024, 0, 40, ?, 1
54, Private, 196307, 10th, 6, Married-civ-spouse, Adm-clerical, Husband, White, F, 0, 0, 40, United-States, 0
33, Local-government, 96245, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 50, United-States, 0
23, Local-government, 253190, Assoc-acdm, 12, Married-civ-spouse, Handlers-cleaners, Husband, White, F, 0, 0, 25, United-States, 0
54, Local-government, 115284, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, F, 0, 0, 45, United-States, 1
46, State-gov, 312015, Masters, 9, Never-married, Other-service, Not-in-family, Black, M, 0, 0, 40, United-States, 0
40, Federal-gov, 199303, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 40, United-States, 1
62, State-gov, 159699, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, F, 0, 0, 38, United-States, 0
54, Self-emp-not-inc, 310774, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, F, 0, 0, 40, United-States, 0
28, Local-government, 377095, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, M, 0, 0, 40, United-States, 0
18, Local-government, 56613, Some-college, 10, Never-married, Protective-serv, Own-child, White, M, 0, 0, 20, United-States, 0
42, ?, 257780, 11th, 7, Married-civ-spouse, ?, Husband, White, F, 0, 0, 15, United-States, 0
27, Local-government, 168107, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 40, United-States, 0
33, Local-government, 31573, Masters, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, F, 0, 0, 40, United-States, 0
44, Local-government, 353396, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 45, United-States, 0
29, Local-government, 114982, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, F, 0, 0, 40, United-States, 1
45, Self-emp-not-inc, 155489, 7th-8th, 4, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 65, United-States, 1
29, Local-government, 46442, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, M, 0, 1902, 50, United-States, 1
37, Local-government, 148581, Masters, 9, Married-civ-spouse, Transport-moving, Husband, White, F, 0, 0, 50, United-States, 1
71, ?, 52171, 7th-8th, 4, Divorced, ?, Unmarried, White, F, 0, 0, 45, United-States, 0
44, Local-government, 476391, Some-college, 10, Divorced, Farming-fishing, Not-in-family, White, M, 0, 0, 40, United-States, 0
27, Self-emp-not-inc, 411950, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, F, 0, 0, 40, United-States, 0
55, Self-emp-not-inc, 126117, Masters, 9, Widowed, Sales, Not-in-family, White, F, 0, 0, 40, United-States, 0
31, Local-government, 348504, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 50, United-States, 0
75, Self-emp-not-inc, 192813, Masters, 14, Widowed, Sales, Not-in-family, White, F, 0, 0, 45, United-States, 0
18, ?, 42293, 10th, 6, Never-married, ?, Own-child, White, M, 0, 0, 30, United-States, 0
26, Local-government, 48718, 10th, 6, Never-married, Adm-clerical, Not-in-family, White, M, 2907, 0, 40, United-States, 0
54, Local-government, 35459, Masters, 9, Never-married, Sales, Not-in-family, White, F, 0, 0, 40, United-States, 0
31, Local-government, 198069, Masters, 9, Never-married, Other-service, Own-child, White, F, 0, 0, 24, United-States, 0
50, Local-government, 238959, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, F, 99999, 0, 60, ?, 1
41, Local-government, 143046, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, M, 0, 0, 40, United-States, 0
25, Local-government, 218136, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, Black, F, 0, 0, 40, Outlying-US(Guam-USVI-etc), 0
27, Private, 332785, Masters, 9, Never-married, Protective-serv, Own-child, White, F, 0, 0, 38, United-States, 0
60, Local-government, 355865, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 50, United-States, 1
61, Local-government, 128831, Masters, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, F, 0, 0, 40, United-States, 0
22, Local-government, 203715, Some-college, 10, Never-married, Adm-clerical, Own-child, White, F, 0, 0, 40, United-States, 0
45, ?, 28359, Masters, 9, Separated, ?, Unmarried, White, M, 0, 0, 10, United-States, 0
49, Local-government, 255559, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, M, 0, 0, 40, United-States, 1
23, Local-government, 263899, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, F, 0, 0, 20, Haiti, 0
38, Local-government, 186325, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, M, 0, 0, 38, United-States, 1
29, Local-government, 196971, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, M, 0, 0, 72, United-States, 0
42, Private, 267252, Masters, 14, Separated, Exec-managerial, Unmarried, Black, F, 0, 0, 45, United-States, 1
43, Local-government, 248094, Masters, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, F, 0, 0, 40, United-States, 0
64, Private, 202984, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 3137, 0, 40, United-States, 0
31, Self-emp-not-inc, 122749, Assoc-voc, 11, Divorced, Craft-repair, Own-child, White, F, 0, 0, 20, United-States, 0
44, Local-government, 291568, Masters, 9, Married-civ-spouse, Farming-fishing, Husband, Other, F, 0, 0, 40, United-States, 0
29, Private, 142443, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 60, United-States, 0
21, State-gov, 204425, Some-college, 10, Never-married, Exec-managerial, Own-child, White, M, 0, 0, 20, United-States, 0
45, State-gov, 32186, Bachelors, 13, Separated, Prof-specialty, Not-in-family, White, M, 0, 0, 40, United-States, 0
44, Self-emp-not-inc, 90021, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 30, United-States, 0
21, State-gov, 99199, Some-college, 10, Never-married, Exec-managerial, Own-child, White, F, 0, 0, 10, United-States, 0
46, Local-government, 231515, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, M, 0, 0, 47, Cuba, 0
25, Local-government, 195994, 1st-4th, 2, Never-married, Priv-house-serv, Not-in-family, White, M, 0, 0, 40, Guatemala, 0
39, Local-government, 179271, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 50, United-States, 1
30, State-gov, 112139, Masters, 9, Married-civ-spouse, Protective-serv, Husband, White, F, 0, 0, 40, United-States, 0
55, Local-government, 165881, Masters, 9, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 40, United-States, 1
18, Local-government, 182643, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, F, 0, 0, 9, United-States, 0
38, Self-emp-not-inc, 112158, Masters, 9, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 99, United-States, 0
39, Local-government, 165848, Masters, 9, Married-civ-spouse, Sales, Husband, White, F, 0, 0, 50, United-States, 0
68, Local-government, 32779, Masters, 9, Married-civ-spouse, Transport-moving, Husband, White, F, 0, 419, 12, United-States, 0
34, Local-government, 111415, Masters, 9, Married-civ-spouse, Sales, Husband, White, F, 0, 0, 70, United-States, 0
41, Local-government, 143003, Assoc-voc, 11, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, F, 7298, 0, 60, India, 1
35, Self-emp-not-inc, 95455, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, M, 0, 0, 55, United-States, 0
43, Local-government, 483450, 9th, 5, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 40, Mexico, 0
66, Local-government, 174276, Some-college, 10, Widowed, Sales, Unmarried, White, M, 0, 0, 50, United-States, 1
21, ?, 355686, Masters, 9, Never-married, ?, Own-child, White, M, 0, 0, 10, United-States, 0
55, Local-government, 229029, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, F, 15024, 0, 48, United-States, 1
22, Local-government, 347530, Masters, 9, Separated, Other-service, Unmarried, Black, M, 0, 0, 35, United-States, 0
30, Local-government, 402539, Masters, 9, Never-married, Adm-clerical, Unmarried, White, M, 0, 0, 40, United-States, 0
61, Self-emp-inc, 134768, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 50, Germany, 1
35, Local-government, 298635, Bachelors, 13, Never-married, Sales, Not-in-family, Asian-Pac-Islander, F, 0, 0, 50, United-States, 0
28, Local-government, 44767, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, F, 0, 0, 50, United-States, 1
20, ?, 347292, Masters, 9, Never-married, ?, Own-child, White, F, 0, 0, 32, United-States, 0
21, Local-government, 434710, Some-college, 10, Never-married, Sales, Not-in-family, White, M, 0, 0, 15, United-States, 0
34, Local-government, 101345, Masters, 9, Married-civ-spouse, Other-service, Wife, White, M, 0, 0, 40, United-States, 1
