"Id",age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed"
10110,32,"technician","single","university.degree","no","no","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1
10111,33,"self-employed","single","university.degree","no","no","no","telephone","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.245,5195.8
10112,42,"blue-collar","single","unknown","no","yes","no","cellular","apr","fri",1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1
10113,50,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191
10114,60,"retired","married","basic.4y","unknown","no","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1
10115,28,"admin.","married","high.school","no","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1
10116,54,"housemaid","married","basic.9y","no","yes","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191
10117,30,"blue-collar","married","basic.9y","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191
10118,36,"blue-collar","married","basic.4y","unknown","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1
10119,47,"unknown","married","unknown","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1
10120,42,"admin.","single","university.degree","unknown","yes","yes","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
10121,30,"unknown","married","university.degree","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1
10122,29,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8
10123,44,"technician","divorced","professional.course","no","no","no","cellular","may","thu",1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1
10124,25,"services","single","unknown","no","yes","no","cellular","jul","tue",5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1
10125,42,"blue-collar","married","basic.9y","unknown","yes","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1
10126,43,"blue-collar","divorced","basic.9y","unknown","yes","yes","cellular","may","fri",5,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1
10127,39,"technician","married","basic.6y","no","no","yes","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
10128,49,"services","married","high.school","unknown","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1
10129,46,"management","married","university.degree","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1
10130,37,"technician","married","professional.course","no","no","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1
10131,29,"blue-collar","divorced","basic.6y","no","yes","no","telephone","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8
10132,45,"blue-collar","single","basic.9y","no","yes","yes","cellular","nov","mon",2,999,1,"failure",-0.1,93.2,-42,4.191,5195.8
10133,50,"management","married","basic.6y","no","no","no","cellular","apr","fri",4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1
10134,36,"blue-collar","single","basic.9y","unknown","yes","no","cellular","jul","mon",8,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1
10135,35,"admin.","married","university.degree","no","no","no","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1
10136,29,"technician","single","professional.course","no","yes","no","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1
10137,52,"admin.","married","basic.9y","no","yes","no","cellular","may","wed",2,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1
10138,60,"management","divorced","university.degree","no","yes","no","telephone","jun","mon",4,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1
10139,49,"admin.","single","university.degree","no","yes","no","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1
10140,32,"technician","single","high.school","no","yes","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1
10141,45,"admin.","single","high.school","unknown","no","no","cellular","may","wed",5,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1
10142,59,"technician","married","professional.course","no","yes","no","cellular","jul","fri",2,15,1,"success",-1.7,94.215,-40.3,0.861,4991.6
10143,47,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
10144,38,"technician","married","professional.course","no","no","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
10145,49,"blue-collar","married","basic.9y","unknown","no","yes","cellular","aug","wed",4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1
10146,38,"housemaid","divorced","university.degree","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1
10147,34,"admin.","divorced","high.school","no","yes","no","telephone","apr","tue",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1
10148,28,"technician","married","basic.9y","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1
10149,25,"blue-collar","married","basic.9y","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1
10150,41,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","mon",7,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
10151,60,"blue-collar","married","basic.4y","unknown","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1
10152,33,"technician","single","university.degree","no","no","no","telephone","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8
10153,34,"services","divorced","basic.6y","unknown","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8
10154,52,"admin.","married","high.school","no","no","no","cellular","aug","wed",6,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1
10155,32,"technician","single","university.degree","no","yes","yes","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8
10156,26,"services","single","high.school","unknown","yes","no","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1
10157,27,"admin.","married","high.school","no","no","yes","cellular","may","thu",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1
10158,51,"admin.","divorced","professional.course","no","yes","no","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1
10159,37,"admin.","single","high.school","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8
10160,48,"blue-collar","married","basic.4y","unknown","no","yes","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8
10161,22,"student","single","professional.course","no","yes","no","cellular","aug","mon",2,999,1,"failure",-2.9,92.201,-31.4,0.861,5076.2
10162,31,"technician","married","high.school","no","yes","no","telephone","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1
10163,41,"admin.","single","university.degree","no","no","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1
10164,32,"blue-collar","married","basic.4y","unknown","no","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
10165,48,"management","married","university.degree","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8
10166,56,"blue-collar","married","professional.course","no","yes","no","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
10167,28,"unemployed","single","basic.4y","no","yes","no","cellular","oct","fri",2,4,1,"success",-3.4,92.431,-26.9,0.752,5017.5
10168,31,"admin.","married","high.school","no","no","no","cellular","jul","mon",5,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1
10169,32,"entrepreneur","married","high.school","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
10170,52,"self-employed","married","university.degree","unknown","no","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191
10171,40,"services","married","high.school","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191
10172,37,"technician","married","professional.course","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1
10173,47,"blue-collar","married","basic.6y","unknown","yes","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1
10174,44,"blue-collar","married","high.school","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191
10175,39,"technician","married","university.degree","no","yes","no","cellular","oct","fri",1,7,2,"failure",-3.4,92.431,-26.9,0.739,5017.5
10176,33,"services","married","high.school","no","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1
10177,33,"blue-collar","single","basic.4y","no","yes","yes","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1
10178,41,"admin.","married","university.degree","unknown","yes","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8
10179,30,"self-employed","married","basic.9y","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191
10180,36,"management","single","university.degree","no","yes","no","cellular","nov","tue",3,999,1,"failure",-0.1,93.2,-42,4.153,5195.8
10181,47,"admin.","single","university.degree","no","yes","no","cellular","jun","tue",1,999,4,"failure",-1.7,94.055,-39.8,0.702,4991.6
10182,36,"admin.","married","high.school","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191
10183,52,"technician","married","professional.course","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191
10184,37,"management","single","university.degree","no","yes","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1
10185,38,"blue-collar","married","high.school","unknown","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191
10186,28,"services","married","basic.9y","unknown","no","no","telephone","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1
10187,28,"admin.","married","high.school","no","yes","no","cellular","nov","tue",5,999,0,"nonexistent",-3.4,92.649,-30.1,0.715,5017.5
10188,32,"services","married","basic.4y","unknown","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8
10189,55,"entrepreneur","married","university.degree","no","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8
10190,45,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191
10191,38,"admin.","married","basic.9y","unknown","yes","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1
10192,31,"services","married","university.degree","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1
10193,52,"management","married","university.degree","unknown","no","no","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
10194,25,"student","single","high.school","no","no","no","cellular","oct","fri",3,999,0,"nonexistent",-1.1,94.601,-49.5,1.029,4963.6
10195,37,"technician","single","university.degree","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191
10196,44,"admin.","single","high.school","no","yes","no","cellular","apr","thu",2,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1
10197,33,"admin.","single","high.school","no","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1
10198,25,"admin.","single","high.school","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1
10199,34,"admin.","divorced","university.degree","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1
10200,34,"technician","married","university.degree","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
10201,56,"technician","married","unknown","no","no","yes","telephone","jun","fri",4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1
10202,34,"services","married","high.school","no","no","no","cellular","jul","fri",8,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1
10203,26,"admin.","single","high.school","no","yes","no","cellular","may","fri",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1
10204,57,"admin.","divorced","university.degree","unknown","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8
10205,35,"unknown","married","basic.9y","no","no","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191
10206,51,"housemaid","divorced","high.school","no","yes","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1
10207,43,"blue-collar","married","basic.6y","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
10208,48,"services","divorced","high.school","no","yes","no","cellular","apr","mon",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1
10209,43,"admin.","married","high.school","unknown","yes","no","cellular","jun","mon",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2
10210,41,"blue-collar","married","basic.4y","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8
10211,30,"admin.","single","university.degree","no","no","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1
10212,40,"management","single","high.school","no","no","no","cellular","jul","wed",4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1
10213,34,"admin.","single","basic.6y","no","no","no","cellular","may","thu",11,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1
10214,26,"admin.","single","high.school","unknown","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191
10215,36,"blue-collar","single","unknown","no","yes","no","telephone","may","wed",4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191
10216,42,"management","married","university.degree","no","no","yes","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1
10217,44,"blue-collar","divorced","basic.4y","no","no","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1
10218,59,"admin.","married","university.degree","no","no","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191
10219,34,"admin.","divorced","basic.9y","no","no","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191
10220,34,"admin.","married","university.degree","no","no","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1
10221,31,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1
10222,52,"services","unknown","professional.course","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1
10223,31,"admin.","divorced","university.degree","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1
10224,42,"admin.","married","university.degree","no","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1
10225,30,"admin.","single","university.degree","no","yes","no","cellular","aug","fri",10,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1
10226,28,"blue-collar","single","basic.9y","no","yes","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1
10227,55,"entrepreneur","married","professional.course","unknown","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1
10228,55,"admin.","married","basic.4y","unknown","no","no","telephone","jun","fri",9,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1
10229,33,"technician","married","university.degree","no","no","no","telephone","jun","tue",3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1
10230,48,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","tue",4,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1
10231,54,"technician","married","professional.course","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1
10232,34,"services","married","basic.9y","unknown","yes","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1
10233,35,"admin.","single","high.school","no","no","yes","cellular","nov","wed",2,7,2,"failure",-3.4,92.649,-30.1,0.715,5017.5
10234,31,"services","married","high.school","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1
10235,35,"technician","married","high.school","no","no","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191
10236,43,"blue-collar","married","basic.4y","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1
10237,47,"admin.","married","high.school","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1
10238,52,"unemployed","divorced","high.school","no","no","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1
10239,26,"technician","married","unknown","no","no","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1
10240,47,"services","married","high.school","unknown","yes","no","telephone","jun","fri",7,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1
10241,30,"blue-collar","single","basic.4y","no","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1
10242,46,"technician","divorced","university.degree","unknown","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
10243,57,"services","divorced","high.school","no","yes","yes","telephone","may","fri",5,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191
10244,26,"blue-collar","married","basic.4y","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191
10245,52,"blue-collar","divorced","basic.6y","unknown","yes","no","cellular","may","thu",7,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1
10246,31,"technician","married","professional.course","unknown","yes","yes","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1
10247,58,"unemployed","married","basic.9y","no","yes","no","cellular","apr","thu",1,6,1,"success",-1.8,93.749,-34.6,0.644,5008.7
10248,40,"self-employed","married","basic.9y","unknown","no","no","cellular","nov","tue",1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8
10249,28,"technician","married","university.degree","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1
10250,40,"blue-collar","married","basic.4y","unknown","no","no","telephone","jun","wed",3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1
10251,49,"unemployed","married","basic.4y","unknown","yes","no","telephone","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1
10252,30,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
10253,31,"unemployed","married","professional.course","no","yes","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
10254,28,"technician","married","basic.9y","no","yes","no","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1
10255,41,"technician","married","unknown","no","yes","yes","cellular","may","mon",1,3,2,"success",-1.8,92.893,-46.2,1.354,5099.1
10256,52,"services","married","high.school","no","yes","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1
10257,68,"retired","divorced","high.school","no","yes","yes","cellular","jul","wed",1,3,1,"success",-1.7,94.215,-40.3,0.896,4991.6
10258,44,"management","married","university.degree","no","yes","no","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1
10259,23,"admin.","single","high.school","no","no","no","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1
10260,36,"management","married","basic.9y","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191
10261,42,"blue-collar","married","basic.4y","no","yes","no","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191
10262,33,"admin.","single","university.degree","no","yes","no","cellular","oct","fri",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.739,5017.5
10263,41,"blue-collar","married","professional.course","no","no","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191
10264,33,"admin.","single","university.degree","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1
10265,42,"admin.","married","university.degree","no","no","no","cellular","jul","thu",5,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1
10266,56,"admin.","married","high.school","unknown","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1
10267,45,"admin.","married","high.school","no","yes","no","cellular","oct","fri",3,6,1,"success",-1.1,94.601,-49.5,1.029,4963.6
10268,59,"retired","single","professional.course","unknown","yes","no","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
10269,31,"technician","married","unknown","no","yes","no","cellular","jun","mon",1,999,1,"failure",-2.9,92.963,-40.8,1.266,5076.2
10270,44,"services","married","high.school","no","yes","yes","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.264,5099.1
10271,40,"services","married","high.school","no","yes","no","cellular","nov","thu",3,3,2,"success",-3.4,92.649,-30.1,0.714,5017.5
10272,36,"technician","married","university.degree","no","no","no","telephone","may","wed",14,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
10273,37,"blue-collar","married","basic.9y","no","unknown","unknown","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
10274,31,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",7,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1
10275,48,"self-employed","married","university.degree","no","no","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8
10276,39,"blue-collar","married","basic.9y","no","unknown","unknown","telephone","jun","wed",4,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1
10277,28,"admin.","single","university.degree","no","no","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1
10278,35,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191
10279,42,"entrepreneur","married","university.degree","unknown","yes","no","telephone","jun","thu",3,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1
10280,34,"entrepreneur","married","professional.course","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191
10281,42,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
10282,57,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1
10283,31,"technician","married","university.degree","no","no","no","cellular","mar","wed",4,999,0,"nonexistent",-1.8,93.369,-34.8,0.651,5008.7
10284,49,"admin.","married","university.degree","no","no","no","cellular","nov","tue",1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8
10285,53,"admin.","married","university.degree","unknown","yes","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1
10286,45,"blue-collar","married","basic.4y","unknown","no","no","telephone","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1
10287,23,"technician","single","university.degree","no","yes","no","cellular","oct","fri",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.73,5017.5
10288,30,"admin.","married","university.degree","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191
10289,44,"admin.","married","high.school","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191
10290,34,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191
10291,33,"admin.","married","university.degree","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191
10292,38,"services","divorced","basic.6y","no","unknown","unknown","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1
10293,49,"technician","married","professional.course","no","no","yes","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1
10294,55,"technician","single","professional.course","no","no","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8
10295,28,"admin.","single","high.school","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
10296,49,"services","divorced","high.school","no","yes","no","cellular","aug","thu",17,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1
10297,37,"entrepreneur","divorced","university.degree","no","no","yes","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1
10298,35,"blue-collar","married","high.school","no","yes","yes","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
10299,39,"admin.","married","high.school","no","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
10300,36,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",33,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1
10301,48,"technician","married","professional.course","no","yes","no","telephone","jul","tue",11,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1
10302,34,"technician","single","university.degree","no","yes","no","cellular","nov","tue",1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8
10303,33,"self-employed","single","university.degree","no","yes","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191
10304,30,"admin.","married","university.degree","no","yes","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191
10305,59,"technician","divorced","professional.course","no","no","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1
10306,52,"admin.","married","university.degree","no","no","no","cellular","sep","fri",2,999,0,"nonexistent",-3.4,92.379,-29.8,0.762,5017.5
10307,43,"blue-collar","married","basic.6y","unknown","no","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1
10308,39,"admin.","married","university.degree","no","no","no","telephone","jun","mon",7,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1
10309,57,"retired","divorced","university.degree","unknown","no","no","cellular","aug","thu",5,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1
10310,31,"self-employed","married","university.degree","no","yes","yes","cellular","nov","mon",1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8
10311,29,"blue-collar","single","high.school","unknown","no","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191
10312,41,"technician","divorced","professional.course","no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
